Model,CPU,Storage capacity,RAM,OS,Size,Weight,Display,Keyboard,Camera,Other
HTC Wizard[83],195 MHz Texas Instruments OMAP 850,128 MB,64 MB,Windows Mobile 5,148 cm³,168 g,2.8" 240 × 320,Slide-out QWERTY,1.31 MP with flash,miniSD
