Model,CPU,Storage capacity,RAM,OS,Size,Weight,Display,Keyboard,Camera,Other
HTC Blue Angel[84],400 MHz Intel XScale PXA263,64 or 96 MB,128 MB,Windows Mobile 2003 Second Edition,81.4 cm³,208 g,3.5" 240 × 320,Slide-down QWERTY,0.31 MP with flash,SD
