Model,CPU,Storage capacity,RAM,OS,Size,Weight,Display,Keyboard,Camera,Other
HTC TyTN[79][80][81][82],400 MHz Samsung SC32442,128 MB,64 MB,Windows Mobile 6,143 cm³,176 g,2.8" 240 × 320,Slide-out QWERTY,1.92 MP AF with flash (rear) 0.31 MP (front),microSD
